PP,Soc_NonSoc,StimImage,ValenceUserChoice
25,Social,fam1reading.jpg,6
25,Social,8496.jpg,6
25,Social,Snewes7Lum.jpg,6
25,NonSocial,NSnew14.jpg,7
25,NonSocial,ferrari2.jpg,4
25,NonSocial,pizza3.jpg,
25,Social,Snews24.jpg,5
25,Social,SnewIAPS14Lum.jpg,5
25,Social,Snews27.jpg,7
25,Social,SnewIAPS8.jpg,6
25,NonSocial,7281.jpg,6
25,Social,wedding2.jpg,7
25,Social,Snewes38border.jpg,7
25,NonSocial,7260.jpg,6
25,Social,Snews25.jpg,8
25,NonSocial,NSadj41rj.jpg,7
25,NonSocial,cake3.jpg,5
25,NonSocial,NSadj1ns21rjLum.jpg,6
25,Social,family2.jpg,7
25,NonSocial,NSadj34rjborderLum.jpg,4
25,Social,SnewIAPS31.jpg,7
25,NonSocial,7430Lum.jpg,6
25,NonSocial,8503.jpg,7
25,Social,famreadingborderLum.jpg,7
25,Social,Snewes10.jpg,8
25,Social,smile1.jpg,7
25,NonSocial,NSnew7.jpg,6
25,Social,smile6.jpg,7
25,NonSocial,7400.jpg,6
25,Social,wedding.jpg,7
25,NonSocial,chocolate3border.jpg,6
25,NonSocial,pizza.jpg,7
25,Social,Snewes8black.jpg,6
25,NonSocial,7200.jpg,6
25,Social,Snews6.jpg,4
25,Social,SnewIAPS28.jpg,3
25,Social,Snews7.jpg,7
25,Social,childreadingborder.jpg,7
25,NonSocial,NSadj1ns1rj.jpg,6
25,Social,SnewIAPS27.jpg,8
25,NonSocial,ring2Lum.jpg,4
25,Social,2165.jpg,8
25,NonSocial,chips.jpg,6
25,Social,Snewes42.jpg,7
25,Social,SnewIAPS13.jpg,6
25,NonSocial,NSnew30.jpg,6
25,Social,5628.jpg,7
25,NonSocial,7502Lum.jpg,7
25,NonSocial,5779.jpg,7
25,NonSocial,5001.jpg,7
25,NonSocial,choco9border.jpg,5
25,Social,wedding3.jpg,7
25,Social,smilee.jpg,7
25,Social,SnewIAPS17.jpg,6
25,NonSocial,NSadj36apaintrj.jpg,6
25,NonSocial,cake7border.jpg,6
25,Social,Snews22.jpg,7
25,NonSocial,7350.jpg,7
25,NonSocial,5480.jpg,7
25,NonSocial,5760Lum.jpg,7
25,NonSocial,NSadj64rjborder.jpg,6
25,NonSocial,8531Lum.jpg,5
26,Social,5830.jpg,9
26,Social,family2.jpg,8
26,Social,smile1.jpg,7
26,NonSocial,NSnew7.jpg,9
26,NonSocial,NSadj36apaintrj.jpg,6
26,NonSocial,choco9border.jpg,7
26,Social,Snews6.jpg,7
26,NonSocial,7281.jpg,8
26,Social,wedding2.jpg,5
26,NonSocial,7260.jpg,7
26,Social,SnewIAPS14Lum.jpg,1
26,Social,Snews5.jpg,6
26,Social,Snewes10.jpg,1
26,NonSocial,8503.jpg,3
26,Social,Snews22.jpg,7
26,NonSocial,7200.jpg,6
26,NonSocial,7430Lum.jpg,7
26,NonSocial,NSnew12.jpg,9
26,NonSocial,NSadj1ns1rj.jpg,9
26,NonSocial,NSadj41rj.jpg,8
26,NonSocial,8531Lum.jpg,5
26,NonSocial,NSadj64rjborder.jpg,5
26,Social,2165.jpg,5
26,Social,Snewes8black.jpg,6
26,Social,SnewIAPS36.jpg,9
26,NonSocial,chocolate3border.jpg,6
26,NonSocial,pizza3.jpg,6
26,Social,SnewIAPS28.jpg,6
26,NonSocial,chips.jpg,7
26,NonSocial,5982.jpg,8
26,Social,wedding3.jpg,5
26,NonSocial,NSnew3Lum.jpg,8
26,Social,childreadingborder.jpg,7
26,NonSocial,NSadj1ns21rjLum.jpg,8
26,Social,fam1reading.jpg,6
26,Social,Snews24.jpg,9
26,Social,5628.jpg,9
26,Social,wedding.jpg,3
26,NonSocial,ring2Lum.jpg,5
26,Social,Snews26.jpg,7
26,NonSocial,7400.jpg,8
26,NonSocial,popcorn.jpg,7
26,NonSocial,cake2.jpg,7
26,NonSocial,pizza.jpg,9
26,NonSocial,7270Lum.jpg,7
26,Social,Snews25.jpg,9
26,Social,family.jpg,7
26,Social,SnewIAPS35.jpg,8
26,Social,famreadingborderLum.jpg,8
26,Social,8496.jpg,9
26,Social,SnewIAPS29Lum.jpg,9
26,Social,Snews7.jpg,9
26,Social,Snews27.jpg,7
26,NonSocial,5760Lum.jpg,9
26,Social,SnewIAPS27.jpg,9
26,NonSocial,5779.jpg,8
26,NonSocial,NSadj34rjborderLum.jpg,8
26,NonSocial,7508.jpg,9
26,Social,SnewIAPS13.jpg,8
26,Social,SnewIAPS8.jpg,8
26,Social,smilee.jpg,6
26,NonSocial,cake3.jpg,8
26,Social,SnewIAPS17.jpg,7
26,NonSocial,5001.jpg,7
26,Social,Snewes7Lum.jpg,
26,NonSocial,NSnew30.jpg,7
26,Social,SnewIAPS31.jpg,9
26,NonSocial,yatch.jpg,9
26,NonSocial,cake7border.jpg,8
26,NonSocial,5480.jpg,9
26,NonSocial,7350.jpg,9
26,Social,Snews2Lum.jpg,8
26,Social,Snewes42.jpg,8
26,NonSocial,7502Lum.jpg,9
26,Social,SnewIAPS30.jpg,9
26,NonSocial,cake8borderLum.jpg,8
26,NonSocial,NSnew14.jpg,9
26,Social,smile6.jpg,8
26,NonSocial,ferrari2.jpg,8
26,Social,Snewes38border.jpg,7
27,NonSocial,7270Lum.jpg,7
27,Social,SnewIAPS28.jpg,4
27,NonSocial,NSnew3Lum.jpg,5
27,Social,Snews26.jpg,5
27,NonSocial,cake3.jpg,7
27,Social,Snews27.jpg,8
27,Social,SnewIAPS29Lum.jpg,4
27,Social,Snewes38border.jpg,7
27,NonSocial,chips.jpg,4
27,NonSocial,NSnew7.jpg,5
27,Social,SnewIAPS30.jpg,6
27,NonSocial,7430Lum.jpg,6
27,NonSocial,NSadj36apaintrj.jpg,5
27,NonSocial,yatch.jpg,5
27,Social,Snewes7Lum.jpg,7
27,NonSocial,ferrari2.jpg,2
27,Social,smilee.jpg,7
27,Social,famreadingborderLum.jpg,5
27,Social,smile1.jpg,7
27,Social,Snews22.jpg,6
27,NonSocial,NSadj41rj.jpg,5
27,Social,SnewIAPS36.jpg,4
27,NonSocial,5779.jpg,6
27,Social,wedding3.jpg,7
27,Social,8496.jpg,6
27,Social,SnewIAPS35.jpg,5
27,Social,Snews25.jpg,7
27,Social,5628.jpg,5
27,NonSocial,8531Lum.jpg,4
27,NonSocial,NSnew30.jpg,6
27,Social,fam1reading.jpg,6
27,Social,Snews24.jpg,6
27,Social,wedding2.jpg,7
27,NonSocial,5480.jpg,7
27,Social,SnewIAPS8.jpg,6
27,Social,5830.jpg,6
27,NonSocial,7400.jpg,6
27,NonSocial,NSadj1ns21rjLum.jpg,6
27,Social,Snews7.jpg,6
27,Social,SnewIAPS27.jpg,6
27,Social,childreadingborder.jpg,6
27,Social,Snews2Lum.jpg,6
27,Social,SnewIAPS14Lum.jpg,6
27,NonSocial,ring2Lum.jpg,5
27,Social,Snewes10.jpg,7
27,NonSocial,5001.jpg,6
27,NonSocial,chocolate3border.jpg,6
27,NonSocial,popcorn.jpg,5
27,Social,2165.jpg,6
27,Social,Snewes8black.jpg,6
27,NonSocial,choco9border.jpg,6
27,Social,SnewIAPS17.jpg,6
27,NonSocial,7508.jpg,7
27,Social,Snews5.jpg,6
27,NonSocial,NSadj1ns1rj.jpg,5
27,NonSocial,cake8borderLum.jpg,6
27,NonSocial,7502Lum.jpg,7
27,Social,SnewIAPS31.jpg,4
27,NonSocial,7281.jpg,5
27,Social,SnewIAPS13.jpg,6
27,NonSocial,pizza.jpg,6
27,NonSocial,5760Lum.jpg,6
27,NonSocial,pizza3.jpg,4
27,NonSocial,NSnew14.jpg,3
27,NonSocial,7260.jpg,5
27,NonSocial,NSnew12.jpg,5
27,NonSocial,NSadj34rjborderLum.jpg,5
27,NonSocial,7350.jpg,6
27,Social,smile6.jpg,6
27,NonSocial,7200.jpg,6
27,NonSocial,cake2.jpg,6
27,Social,Snews6.jpg,6
27,Social,family.jpg,6
27,NonSocial,8503.jpg,5
27,Social,Snewes42.jpg,5
27,Social,wedding.jpg,6
27,NonSocial,cake7border.jpg,6
27,NonSocial,NSadj64rjborder.jpg,5
27,Social,family2.jpg,6
27,NonSocial,5982.jpg,5
28,NonSocial,7260.jpg,5
28,Social,5628.jpg,7
28,Social,Snews25.jpg,8
28,Social,SnewIAPS8.jpg,7
28,NonSocial,popcorn.jpg,6
28,Social,Snews26.jpg,6
28,Social,SnewIAPS27.jpg,8
28,NonSocial,NSnew3Lum.jpg,5
28,Social,childreadingborder.jpg,8
28,Social,SnewIAPS17.jpg,8
28,Social,Snewes10.jpg,9
28,Social,8496.jpg,7
28,NonSocial,yatch.jpg,5
28,Social,SnewIAPS13.jpg,8
28,NonSocial,NSadj1ns21rjLum.jpg,6
28,Social,5830.jpg,7
28,Social,SnewIAPS28.jpg,6
28,Social,famreadingborderLum.jpg,6
28,NonSocial,7270Lum.jpg,6
28,Social,Snewes42.jpg,7
28,Social,wedding3.jpg,7
28,Social,family.jpg,7
28,NonSocial,7430Lum.jpg,6
28,NonSocial,pizza.jpg,7
28,Social,SnewIAPS36.jpg,6
28,NonSocial,NSnew12.jpg,5
28,Social,Snews2Lum.jpg,7
28,NonSocial,7502Lum.jpg,7
28,Social,smile6.jpg,8
28,NonSocial,choco9border.jpg,6
28,NonSocial,8531Lum.jpg,5
28,Social,wedding2.jpg,7
28,NonSocial,pizza3.jpg,5
28,Social,2165.jpg,8
28,NonSocial,NSadj36apaintrj.jpg,6
28,NonSocial,7400.jpg,5
28,Social,Snews5.jpg,7
28,NonSocial,chocolate3border.jpg,6
28,Social,Snewes8black.jpg,6
28,NonSocial,NSadj64rjborder.jpg,5
28,Social,Snews27.jpg,8
28,Social,SnewIAPS31.jpg,6
28,NonSocial,cake3.jpg,6
28,NonSocial,NSnew30.jpg,5
28,NonSocial,5760Lum.jpg,6
28,Social,SnewIAPS29Lum.jpg,6
28,NonSocial,ferrari2.jpg,5
28,Social,smilee.jpg,8
28,NonSocial,5480.jpg,6
28,NonSocial,7200.jpg,6
28,NonSocial,NSadj41rj.jpg,5
28,Social,wedding.jpg,6
28,NonSocial,NSnew14.jpg,5
28,NonSocial,5001.jpg,6
28,NonSocial,chips.jpg,6
28,Social,SnewIAPS30.jpg,7
28,NonSocial,ring2Lum.jpg,5
28,Social,SnewIAPS14Lum.jpg,6
28,Social,fam1reading.jpg,7
28,Social,Snews6.jpg,7
28,Social,smile1.jpg,7
28,NonSocial,cake2.jpg,6
28,NonSocial,5982.jpg,6
28,NonSocial,cake8borderLum.jpg,5
28,NonSocial,NSnew7.jpg,5
28,NonSocial,NSadj1ns1rj.jpg,7
28,Social,Snews24.jpg,6
28,NonSocial,8503.jpg,6
28,NonSocial,7350.jpg,6
28,NonSocial,7508.jpg,6
28,Social,Snewes38border.jpg,8
28,Social,Snews7.jpg,6
28,Social,Snews22.jpg,7
28,Social,Snewes7Lum.jpg,8
28,NonSocial,7281.jpg,6
28,NonSocial,NSadj34rjborderLum.jpg,6
28,NonSocial,cake7border.jpg,6
28,Social,family2.jpg,8
28,NonSocial,5779.jpg,6
28,Social,SnewIAPS35.jpg,8
29,Social,SnewIAPS30.jpg,5
29,NonSocial,7260.jpg,7
29,Social,Snewes8black.jpg,8
29,NonSocial,8531Lum.jpg,5
29,Social,SnewIAPS8.jpg,9
29,Social,Snewes7Lum.jpg,8
29,Social,Snews7.jpg,5
29,Social,Snews6.jpg,7
29,Social,famreadingborderLum.jpg,7
29,NonSocial,5001.jpg,9
29,NonSocial,5982.jpg,9
29,Social,Snews22.jpg,8
29,NonSocial,NSadj1ns21rjLum.jpg,7
29,NonSocial,NSadj1ns1rj.jpg,7
29,Social,SnewIAPS28.jpg,5
29,NonSocial,NSadj41rj.jpg,7
29,NonSocial,7270Lum.jpg,6
29,Social,smile6.jpg,9
29,Social,SnewIAPS35.jpg,7
29,Social,8496.jpg,8
29,Social,SnewIAPS17.jpg,5
29,NonSocial,NSadj34rjborderLum.jpg,9
29,Social,wedding.jpg,8
29,Social,SnewIAPS29Lum.jpg,6
29,Social,Snews25.jpg,8
29,NonSocial,pizza3.jpg,5
29,Social,SnewIAPS36.jpg,5
29,Social,childreadingborder.jpg,7
29,NonSocial,NSnew30.jpg,8
29,Social,Snews26.jpg,6
29,Social,Snews27.jpg,8
29,Social,Snews24.jpg,7
29,Social,SnewIAPS13.jpg,7
29,NonSocial,7200.jpg,8
29,NonSocial,7502Lum.jpg,7
29,NonSocial,7350.jpg,5
29,Social,5830.jpg,6
29,NonSocial,chips.jpg,4
29,NonSocial,NSadj64rjborder.jpg,5
29,Social,wedding3.jpg,7
29,NonSocial,popcorn.jpg,5
29,Social,Snewes42.jpg,7
29,Social,Snewes38border.jpg,8
29,NonSocial,cake3.jpg,9
29,NonSocial,5760Lum.jpg,9
29,Social,SnewIAPS14Lum.jpg,5
29,Social,smilee.jpg,4
29,NonSocial,ferrari2.jpg,5
29,NonSocial,yatch.jpg,5
29,Social,Snewes10.jpg,9
29,NonSocial,NSnew3Lum.jpg,5
29,Social,5628.jpg,6
29,NonSocial,NSnew7.jpg,7
29,Social,SnewIAPS27.jpg,6
29,NonSocial,cake2.jpg,6
29,NonSocial,cake7border.jpg,8
29,Social,Snews2Lum.jpg,6
29,NonSocial,5480.jpg,8
29,Social,SnewIAPS31.jpg,5
29,Social,smile1.jpg,8
29,NonSocial,8503.jpg,4
29,NonSocial,chocolate3border.jpg,8
29,NonSocial,5779.jpg,7
29,NonSocial,7400.jpg,7
29,NonSocial,ring2Lum.jpg,8
29,Social,2165.jpg,8
29,NonSocial,7508.jpg,6
29,Social,fam1reading.jpg,7
29,NonSocial,7281.jpg,8
29,NonSocial,NSnew14.jpg,8
29,Social,wedding2.jpg,7
29,NonSocial,choco9border.jpg,7
29,NonSocial,NSnew12.jpg,9
29,Social,family2.jpg,8
29,Social,family.jpg,6
29,NonSocial,7430Lum.jpg,4
29,NonSocial,cake8borderLum.jpg,7
29,NonSocial,NSadj36apaintrj.jpg,8
29,NonSocial,pizza.jpg,5
29,Social,Snews5.jpg,6
30,NonSocial,cake3.jpg,7
30,NonSocial,NSadj1ns1rj.jpg,6
30,Social,Snews24.jpg,4
30,NonSocial,7281.jpg,5
30,NonSocial,7260.jpg,5
30,NonSocial,NSadj41rj.jpg,6
30,Social,SnewIAPS13.jpg,4
30,NonSocial,choco9border.jpg,4
30,Social,smilee.jpg,7
30,NonSocial,5760Lum.jpg,6
30,NonSocial,8503.jpg,6
30,NonSocial,7270Lum.jpg,5
30,NonSocial,NSadj64rjborder.jpg,5
30,Social,family.jpg,6
30,Social,Snews25.jpg,7
30,NonSocial,5001.jpg,6
30,NonSocial,NSadj36apaintrj.jpg,3
30,Social,smile1.jpg,6
30,Social,Snewes10.jpg,9
30,NonSocial,cake8borderLum.jpg,3
30,NonSocial,NSadj1ns21rjLum.jpg,6
30,Social,Snews6.jpg,5
30,NonSocial,7200.jpg,3
30,NonSocial,NSnew12.jpg,6
30,Social,Snews22.jpg,7
30,Social,SnewIAPS28.jpg,8
30,NonSocial,chocolate3border.jpg,3
30,Social,2165.jpg,7
30,Social,5830.jpg,9
30,NonSocial,NSnew14.jpg,7
30,Social,Snews27.jpg,7
30,NonSocial,pizza3.jpg,3
30,Social,SnewIAPS29Lum.jpg,5
30,NonSocial,ferrari2.jpg,6
30,Social,Snewes8black.jpg,3
30,NonSocial,NSnew3Lum.jpg,5
30,Social,wedding3.jpg,7
30,Social,SnewIAPS14Lum.jpg,3
30,NonSocial,cake2.jpg,2
30,Social,SnewIAPS17.jpg,4
30,Social,5628.jpg,9
30,Social,Snews7.jpg,3
30,NonSocial,5779.jpg,7
30,Social,fam1reading.jpg,6
30,NonSocial,NSnew7.jpg,9
30,Social,wedding.jpg,3
30,Social,8496.jpg,3
30,NonSocial,7430Lum.jpg,1
30,Social,family2.jpg,6
30,Social,Snews5.jpg,3
30,NonSocial,chips.jpg,5
30,Social,wedding2.jpg,5
30,NonSocial,7400.jpg,2
30,NonSocial,7502Lum.jpg,6
30,Social,Snewes38border.jpg,8
30,Social,childreadingborder.jpg,7
30,Social,SnewIAPS35.jpg,7
30,Social,famreadingborderLum.jpg,7
30,Social,SnewIAPS31.jpg,7
30,Social,SnewIAPS30.jpg,6
30,Social,Snews26.jpg,6
30,NonSocial,7508.jpg,7
30,NonSocial,5480.jpg,8
30,Social,Snewes42.jpg,6
30,NonSocial,yatch.jpg,9
30,NonSocial,popcorn.jpg,3
30,NonSocial,NSadj34rjborderLum.jpg,3
30,NonSocial,cake7border.jpg,2
30,Social,SnewIAPS36.jpg,5
30,NonSocial,NSnew30.jpg,7
30,NonSocial,5982.jpg,8
30,Social,smile6.jpg,6
30,Social,SnewIAPS8.jpg,6
30,Social,SnewIAPS27.jpg,7
30,NonSocial,pizza.jpg,7
30,Social,Snews2Lum.jpg,4
30,NonSocial,ring2Lum.jpg,7
30,NonSocial,8531Lum.jpg,6
30,Social,Snewes7Lum.jpg,6
30,NonSocial,7350.jpg,5
31,Social,5628.jpg,6
31,NonSocial,8503.jpg,5
31,Social,5830.jpg,9
31,Social,Snews5.jpg,7
31,NonSocial,7281.jpg,8
31,Social,famreadingborderLum.jpg,8
31,NonSocial,5480.jpg,9
31,NonSocial,5982.jpg,9
31,NonSocial,choco9border.jpg,9
31,NonSocial,pizza.jpg,7
31,NonSocial,8531Lum.jpg,5
31,Social,smile1.jpg,7
31,NonSocial,cake8borderLum.jpg,8
31,Social,Snewes8black.jpg,8
31,NonSocial,7350.jpg,8
31,Social,SnewIAPS8.jpg,6
31,NonSocial,NSadj1ns21rjLum.jpg,7
31,Social,Snews6.jpg,9
31,NonSocial,7508.jpg,7
31,Social,2165.jpg,8
31,NonSocial,chocolate3border.jpg,8
31,NonSocial,5760Lum.jpg,8
31,NonSocial,7502Lum.jpg,8
31,Social,Snews7.jpg,9
31,Social,Snews24.jpg,8
31,Social,Snewes38border.jpg,8
31,NonSocial,cake2.jpg,3
31,Social,SnewIAPS14Lum.jpg,5
31,NonSocial,7270Lum.jpg,7
31,Social,Snews27.jpg,8
31,NonSocial,NSadj64rjborder.jpg,9
31,Social,Snews25.jpg,7
31,NonSocial,NSnew14.jpg,9
31,Social,Snewes7Lum.jpg,9
31,Social,smile6.jpg,9
31,Social,SnewIAPS29Lum.jpg,9
31,NonSocial,cake3.jpg,7
31,Social,family2.jpg,9
31,NonSocial,NSadj1ns1rj.jpg,9
31,Social,fam1reading.jpg,9
31,Social,wedding3.jpg,8
31,Social,SnewIAPS13.jpg,9
31,NonSocial,ring2Lum.jpg,4
31,Social,Snews26.jpg,8
31,Social,8496.jpg,9
31,Social,SnewIAPS35.jpg,9
31,NonSocial,7430Lum.jpg,9
31,NonSocial,5779.jpg,9
31,NonSocial,NSnew3Lum.jpg,9
31,Social,SnewIAPS31.jpg,8
31,NonSocial,yatch.jpg,4
31,NonSocial,7200.jpg,9
31,Social,SnewIAPS17.jpg,9
31,Social,Snews22.jpg,8
31,Social,Snews2Lum.jpg,9
31,Social,smilee.jpg,8
31,Social,wedding2.jpg,9
31,NonSocial,pizza3.jpg,4
31,Social,SnewIAPS27.jpg,9
31,NonSocial,cake7border.jpg,9
31,Social,SnewIAPS28.jpg,9
31,NonSocial,NSadj34rjborderLum.jpg,3
31,Social,Snewes10.jpg,5
31,NonSocial,NSnew7.jpg,9
31,NonSocial,ferrari2.jpg,4
31,NonSocial,5001.jpg,9
31,NonSocial,popcorn.jpg,9
31,Social,Snewes42.jpg,9
31,Social,SnewIAPS36.jpg,9
31,Social,childreadingborder.jpg,9
31,Social,wedding.jpg,9
31,NonSocial,7260.jpg,4
31,NonSocial,NSnew30.jpg,9
31,NonSocial,chips.jpg,4
31,Social,SnewIAPS30.jpg,8
31,NonSocial,NSadj36apaintrj.jpg,9
31,NonSocial,7400.jpg,8
31,Social,family.jpg,7
31,NonSocial,NSadj41rj.jpg,9
31,NonSocial,NSnew12.jpg,9
32,NonSocial,5480.jpg,6
32,Social,childreadingborder.jpg,4
32,NonSocial,NSnew14.jpg,5
32,Social,Snews5.jpg,5
32,NonSocial,NSadj1ns1rj.jpg,6
32,NonSocial,5760Lum.jpg,5
32,Social,SnewIAPS35.jpg,5
32,NonSocial,ferrari2.jpg,5
32,Social,Snews25.jpg,6
32,NonSocial,7200.jpg,7
32,NonSocial,popcorn.jpg,6
32,Social,SnewIAPS17.jpg,5
32,Social,Snews2Lum.jpg,5
32,NonSocial,choco9border.jpg,5
32,Social,8496.jpg,5
32,NonSocial,chips.jpg,6
32,NonSocial,5779.jpg,5
32,Social,SnewIAPS29Lum.jpg,4
32,NonSocial,NSadj36apaintrj.jpg,4
32,Social,wedding2.jpg,5
32,NonSocial,cake2.jpg,4
32,NonSocial,7350.jpg,6
32,NonSocial,5001.jpg,4
32,NonSocial,ring2Lum.jpg,6
32,NonSocial,NSnew3Lum.jpg,5
32,Social,Snews7.jpg,5
32,Social,Snews26.jpg,5
32,NonSocial,5982.jpg,6
32,NonSocial,7260.jpg,4
32,NonSocial,pizza.jpg,6
32,Social,5830.jpg,5
32,Social,famreadingborderLum.jpg,5
32,NonSocial,NSadj41rj.jpg,5
32,Social,Snewes42.jpg,5
32,NonSocial,7430Lum.jpg,4
32,Social,SnewIAPS27.jpg,6
32,Social,smile6.jpg,5
32,Social,Snews6.jpg,6
32,NonSocial,NSadj1ns21rjLum.jpg,5
32,NonSocial,8531Lum.jpg,5
32,NonSocial,7270Lum.jpg,5
32,NonSocial,pizza3.jpg,5
32,Social,Snewes38border.jpg,6
32,NonSocial,cake8borderLum.jpg,5
32,NonSocial,yatch.jpg,5
32,NonSocial,7502Lum.jpg,6
32,Social,SnewIAPS13.jpg,5
32,Social,Snewes8black.jpg,5
32,Social,family.jpg,5
32,Social,SnewIAPS31.jpg,6
32,Social,Snews27.jpg,5
32,Social,5628.jpg,5
32,Social,SnewIAPS36.jpg,5
32,Social,smilee.jpg,6
32,Social,Snews24.jpg,5
32,Social,Snews22.jpg,6
32,NonSocial,7508.jpg,5
32,Social,family2.jpg,6
32,NonSocial,cake7border.jpg,6
32,NonSocial,8503.jpg,5
32,NonSocial,NSadj64rjborder.jpg,5
32,Social,wedding3.jpg,5
32,NonSocial,NSnew30.jpg,5
32,Social,SnewIAPS14Lum.jpg,5
32,NonSocial,7400.jpg,4
32,Social,smile1.jpg,6
32,Social,SnewIAPS8.jpg,5
32,NonSocial,NSadj34rjborderLum.jpg,3
32,NonSocial,cake3.jpg,6
32,NonSocial,NSnew12.jpg,6
32,NonSocial,7281.jpg,6
32,Social,wedding.jpg,5
32,NonSocial,NSnew7.jpg,5
32,Social,SnewIAPS30.jpg,5
32,NonSocial,chocolate3border.jpg,6
32,Social,Snewes10.jpg,6
32,Social,Snewes7Lum.jpg,5
32,Social,fam1reading.jpg,5
32,Social,SnewIAPS28.jpg,6
32,Social,2165.jpg,4
33,Social,Snewes8black.jpg,8
33,Social,Snewes7Lum.jpg,8
33,NonSocial,7200.jpg,6
33,Social,Snews27.jpg,7
33,NonSocial,7430Lum.jpg,5
33,Social,Snews22.jpg,6
33,Social,wedding2.jpg,8
33,Social,5628.jpg,8
33,Social,SnewIAPS28.jpg,6
33,Social,Snews25.jpg,7
33,NonSocial,chips.jpg,5
33,NonSocial,NSnew12.jpg,5
33,NonSocial,ferrari2.jpg,5
33,NonSocial,NSadj34rjborderLum.jpg,5
33,Social,smile6.jpg,8
33,Social,SnewIAPS36.jpg,8
33,NonSocial,5779.jpg,5
33,NonSocial,NSnew14.jpg,5
33,Social,5830.jpg,7
33,NonSocial,NSnew3Lum.jpg,5
33,Social,Snews5.jpg,8
33,NonSocial,yatch.jpg,5
33,Social,Snews2Lum.jpg,8
33,NonSocial,7502Lum.jpg,7
33,Social,childreadingborder.jpg,7
33,NonSocial,7270Lum.jpg,5
33,NonSocial,5760Lum.jpg,5
33,NonSocial,choco9border.jpg,5
33,NonSocial,8531Lum.jpg,5
33,NonSocial,chocolate3border.jpg,5
33,NonSocial,NSadj1ns21rjLum.jpg,5
33,NonSocial,5001.jpg,5
33,NonSocial,cake8borderLum.jpg,5
33,NonSocial,cake3.jpg,5
33,Social,SnewIAPS27.jpg,7
33,Social,2165.jpg,8
33,Social,Snewes42.jpg,8
33,NonSocial,7400.jpg,5
33,Social,Snews7.jpg,7
33,NonSocial,8503.jpg,4
33,NonSocial,5982.jpg,5
33,Social,wedding3.jpg,7
33,Social,fam1reading.jpg,7
33,NonSocial,ring2Lum.jpg,5
33,NonSocial,5480.jpg,5
33,Social,SnewIAPS31.jpg,7
33,NonSocial,NSadj1ns1rj.jpg,5
33,Social,Snews24.jpg,7
33,Social,famreadingborderLum.jpg,7
33,NonSocial,pizza3.jpg,5
33,NonSocial,7508.jpg,5
33,Social,smile1.jpg,8
33,Social,SnewIAPS13.jpg,7
33,Social,SnewIAPS30.jpg,7
33,NonSocial,7350.jpg,5
33,NonSocial,NSnew7.jpg,5
33,Social,Snewes10.jpg,8
33,Social,family2.jpg,8
33,NonSocial,NSnew30.jpg,5
33,NonSocial,7260.jpg,5
33,Social,Snewes38border.jpg,8
33,NonSocial,popcorn.jpg,5
33,Social,Snews6.jpg,8
33,Social,wedding.jpg,8
33,NonSocial,NSadj64rjborder.jpg,5
33,Social,SnewIAPS35.jpg,6
33,Social,SnewIAPS17.jpg,7
33,NonSocial,cake2.jpg,5
33,Social,smilee.jpg,7
33,Social,SnewIAPS29Lum.jpg,7
33,Social,SnewIAPS8.jpg,7
33,NonSocial,cake7border.jpg,5
33,Social,family.jpg,7
33,Social,8496.jpg,8
33,NonSocial,pizza.jpg,5
33,NonSocial,NSadj36apaintrj.jpg,5
33,NonSocial,7281.jpg,5
33,Social,SnewIAPS14Lum.jpg,7
33,Social,Snews26.jpg,8
33,NonSocial,NSadj41rj.jpg,5
34,NonSocial,cake8borderLum.jpg,
34,NonSocial,NSadj41rj.jpg,9
34,Social,SnewIAPS13.jpg,9
34,NonSocial,5001.jpg,9
34,NonSocial,NSadj1ns21rjLum.jpg,9
34,Social,famreadingborderLum.jpg,7
34,Social,Snews5.jpg,5
34,NonSocial,7400.jpg,9
34,Social,2165.jpg,9
34,Social,Snews27.jpg,9
34,Social,family.jpg,5
34,NonSocial,5760Lum.jpg,9
34,Social,wedding.jpg,7
34,NonSocial,5779.jpg,9
34,Social,SnewIAPS30.jpg,7
34,Social,5830.jpg,7
34,Social,SnewIAPS29Lum.jpg,7
34,Social,Snews6.jpg,9
34,NonSocial,7281.jpg,6
34,Social,8496.jpg,9
34,NonSocial,ferrari2.jpg,7
34,Social,fam1reading.jpg,9
34,NonSocial,ring2Lum.jpg,9
34,NonSocial,7502Lum.jpg,8
34,NonSocial,5982.jpg,6
34,Social,Snews25.jpg,9
34,Social,SnewIAPS14Lum.jpg,6
34,Social,SnewIAPS28.jpg,3
34,NonSocial,8531Lum.jpg,4
34,NonSocial,NSadj1ns1rj.jpg,9
34,Social,smile6.jpg,6
34,NonSocial,8503.jpg,8
34,NonSocial,chocolate3border.jpg,9
34,NonSocial,NSnew7.jpg,9
34,Social,Snewes8black.jpg,7
34,NonSocial,5480.jpg,9
34,NonSocial,7508.jpg,9
34,Social,family2.jpg,9
34,NonSocial,NSnew12.jpg,9
34,Social,smilee.jpg,9
34,NonSocial,popcorn.jpg,9
34,NonSocial,NSadj36apaintrj.jpg,9
34,NonSocial,cake3.jpg,9
34,NonSocial,7350.jpg,9
34,NonSocial,cake7border.jpg,9
34,Social,childreadingborder.jpg,9
34,NonSocial,NSadj34rjborderLum.jpg,9
34,NonSocial,yatch.jpg,6
34,Social,Snews24.jpg,7
34,NonSocial,7270Lum.jpg,9
34,NonSocial,NSnew30.jpg,9
34,Social,smile1.jpg,9
